"Year","Table","County","Birth Weight in Grams","Number of Live Births"
"2009","11a","Warren","3000-3499","240"
"2009","11a","Warren","3500+","255"
"2009","11a","Warren","Unknown","1"
"2009","11a","Washington","Total","625"
"2009","11a","Washington","Under 1000","3"
"2009","11a","Washington","1000-1499","3"
"2009","11a","Washington","1500-1999","9"
"2009","11a","Washington","2000-2499","28"
"2009","11a","Washington","2500-2999","105"
"2009","11a","Washington","3000-3499","209"
"2009","11a","Washington","3500+","268"
"2009","11a","Washington","Unknown","0"
"2009","11a","Wayne","3000-3499","364"
"2009","11a","Wayne","Unknown","0"
"2009","11a","Wayne","3500+","463"
"2009","11a","Wayne","2500-2999","161"
"2009","11a","Wayne","2000-2499","48"
"2009","11a","Wayne","1500-1999","17"
"2009","11a","Wayne","1000-1499","9"
"2009","11a","Wayne","Under 1000","3"
"2009","11a","Wayne","Total","1,065"
"2009","11a","Westchester","Under 1000","97"
"2009","11a","Westchester","Total","11,143"
"2009","11a","Westchester","Unknown","13"
"2009","11a","Westchester","3500+","3,683"
"2009","11a","Westchester","3000-3499","4,462"
"2009","11a","Westchester","2500-2999","2,055"
"2009","11a","Westchester","2000-2499","553"
"2009","11a","Westchester","1500-1999","193"
"2009","11a","Westchester","1000-1499","87"
"2009","11a","Wyoming","3500+","183"
"2009","11a","Wyoming","Total","418"
"2009","11a","Wyoming","Under 1000","1"
"2009","11a","Wyoming","1000-1499","2"
"2009","11a","Wyoming","1500-1999","4"
"2009","11a","Wyoming","2000-2499","12"
"2009","11a","Wyoming","2500-2999","56"
"2009","11a","Wyoming","3000-3499","160"
"2009","11a","Wyoming","Unknown","0"
"2009","11a","Yates","Under 1000","1"
"2009","11a","Yates","Total","355"
"2009","11a","Yates","Unknown","2"
"2009","11a","Yates","3500+","162"
"2009","11a","Yates","3000-3499","126"
"2009","11a","Yates","2500-2999","47"
"2009","11a","Yates","2000-2499","14"
"2009","11a","Yates","1500-1999","3"
"2009","11a","Yates","1000-1499","0"
"2008","11a","Albany","Total","3,140"
"2008","11a","Albany","Under 1000","34"
"2008","11a","Albany","1000-1499","27"
"2008","11a","Albany","1500-1999","55"
"2008","11a","Albany","2000-2499","153"
"2008","11a","Albany","2500-2999","537"
"2008","11a","Albany","3000-3499","1,123"
"2008","11a","Albany","3500+","1,210"
"2008","11a","Albany","Unknown","1"
"2008","11a","Allegany","Total","519"
"2008","11a","Allegany","Unknown","1"
"2008","11a","Allegany","3500+","188"
"2008","11a","Allegany","3000-3499","209"
"2008","11a","Allegany","2500-2999","87"
"2008","11a","Allegany","2000-2499","19"
"2008","11a","Allegany","1500-1999","7"
"2008","11a","Allegany","1000-1499","5"
"2008","11a","Allegany","Under 1000","3"
"2008","11a","Bronx","Total","23,011"
"2008","11a","Bronx","Under 1000","208"
"2008","11a","Bronx","1000-1499","216"
"2008","11a","Bronx","1500-1999","477"
"2008","11a","Bronx","2000-2499","1,408"
"2008","11a","Bronx","2500-2999","4,825"
"2008","11a","Bronx","3000-3499","8,989"
"2008","11a","Bronx","3500+","6,888"
"2008","11a","Bronx","Unknown","0"
"2008","11a","Broome","Total","2,074"
"2008","11a","Broome","Under 1000","18"
"2008","11a","Broome","1000-1499","12"
"2008","11a","Broome","1500-1999","26"
"2008","11a","Broome","2000-2499","103"
"2008","11a","Broome","2500-2999","318"
"2008","11a","Broome","3000-3499","812"
"2008","11a","Broome","3500+","784"
"2008","11a","Broome","Unknown","1"
"2008","11a","Cattaraugus","Total","1,010"
"2008","11a","Cattaraugus","Under 1000","7"
"2008","11a","Cattaraugus","1000-1499","5"
"2008","11a","Cattaraugus","1500-1999","14"
"2008","11a","Cattaraugus","2000-2499","34"
"2008","11a","Cattaraugus","2500-2999","146"
"2008","11a","Cattaraugus","3000-3499","391"
"2008","11a","Cattaraugus","3500+","338"
"2008","11a","Cattaraugus","Unknown","75"
"2008","11a","Cayuga","Total","836"
"2008","11a","Cayuga","Under 1000","7"
"2008","11a","Cayuga","1000-1499","8"
"2008","11a","Cayuga","1500-1999","6"
"2008","11a","Cayuga","2000-2499","37"
"2008","11a","Cayuga","2500-2999","122"
"2008","11a","Cayuga","3000-3499","302"
"2008","11a","Cayuga","3500+","352"
"2008","11a","Cayuga","Unknown","2"
"2008","11a","Chautauqua","Total","1,395"
"2008","11a","Chautauqua","Under 1000","8"
"2008","11a","Chautauqua","1000-1499","14"
"2008","11a","Chautauqua","1500-1999","17"
"2008","11a","Chautauqua","2000-2499","81"
"2008","11a","Chautauqua","2500-2999","251"
"2008","11a","Chautauqua","3000-3499","521"
"2008","11a","Chautauqua","3500+","481"
"2008","11a","Chautauqua","Unknown","22"
"2008","11a","Chemung","Total","957"
"2008","11a","Chemung","Unknown","0"
"2008","11a","Chemung","3500+","367"
"2008","11a","Chemung","3000-3499","356"
"2008","11a","Chemung","2500-2999","158"
"2008","11a","Chemung","2000-2499","42"
"2008","11a","Chemung","1500-1999","25"
"2008","11a","Chemung","1000-1499","2"
"2008","11a","Chemung","Under 1000","7"
"2008","11a","Chenango","1000-1499","4"
"2008","11a","Chenango","Unknown","0"
"2008","11a","Chenango","3500+","209"
"2008","11a","Chenango","3000-3499","206"
"2008","11a","Chenango","2500-2999","85"
"2008","11a","Chenango","2000-2499","23"
"2008","11a","Chenango","1500-1999","8"
"2008","11a","Chenango","Under 1000","5"
"2008","11a","Chenango","Total","540"
"2008","11a","Clinton","Under 1000","7"
"2008","11a","Clinton","Total","768"
"2008","11a","Clinton","Unknown","1"
"2008","11a","Clinton","3500+","323"
"2008","11a","Clinton","3000-3499","283"
"2008","11a","Clinton","2500-2999","115"
"2008","11a","Clinton","2000-2499","24"
"2008","11a","Clinton","1500-1999","12"
"2008","11a","Clinton","1000-1499","3"
"2008","11a","Columbia","Unknown","1"
"2008","11a","Columbia","Total","614"
"2008","11a","Columbia","Under 1000","3"
"2008","11a","Columbia","1000-1499","5"
"2008","11a","Columbia","1500-1999","18"
"2008","11a","Columbia","2000-2499","25"
"2008","11a","Columbia","2500-2999","114"
"2008","11a","Columbia","3000-3499","231"
"2008","11a","Columbia","3500+","217"
"2008","11a","Cortland","1000-1499","4"
"2008","11a","Cortland","Under 1000","1"
"2008","11a","Cortland","Total","574"
"2008","11a","Cortland","Unknown","0"
"2008","11a","Cortland","3500+","255"
"2008","11a","Cortland","3000-3499","210"
"2008","11a","Cortland","2500-2999","75"
"2008","11a","Cortland","2000-2499","22"
"2008","11a","Cortland","1500-1999","7"
"2008","11a","Delaware","Unknown","0"
"2008","11a","Delaware","Under 1000","6"
"2008","11a","Delaware","1000-1499","4"
"2008","11a","Delaware","1500-1999","2"
"2008","11a","Delaware","2000-2499","20"
"2008","11a","Delaware","Total","451"
"2008","11a","Delaware","2500-2999","61"
"2008","11a","Delaware","3000-3499","167"
"2008","11a","Delaware","3500+","191"
"2008","11a","Dutchess","Under 1000","20"
"2008","11a","Dutchess","Unknown","7"
"2008","11a","Dutchess","3500+","1,132"
"2008","11a","Dutchess","3000-3499","1,107"
"2008","11a","Dutchess","2500-2999","468"
"2008","11a","Dutchess","2000-2499","125"
"2008","11a","Dutchess","1500-1999","45"
"2008","11a","Dutchess","1000-1499","21"
"2008","11a","Dutchess","Total","2,925"
"2008","11a","Erie","Unknown","7"
"2008","11a","Erie","Total","9,680"
"2008","11a","Erie","Under 1000","71"
"2008","11a","Erie","1000-1499","88"
"2008","11a","Erie","1500-1999","156"
"2008","11a","Erie","2000-2499","482"
"2008","11a","Erie","2500-2999","1,688"
"2008","11a","Erie","3000-3499","3,625"
"2008","11a","Erie","3500+","3,563"
"2008","11a","Essex","Unknown","0"
"2008","11a","Essex","Total","375"
"2008","11a","Essex","Under 1000","1"
"2008","11a","Essex","1000-1499","2"
"2008","11a","Essex","1500-1999","8"
"2008","11a","Essex","2000-2499","29"
"2008","11a","Essex","2500-2999","53"
"2008","11a","Essex","3000-3499","141"
"2008","11a","Essex","3500+","141"
"2008","11a","Franklin","1500-1999","4"
"2008","11a","Franklin","Total","533"
"2008","11a","Franklin","Under 1000","2"
"2008","11a","Franklin","1000-1499","2"
"2008","11a","Franklin","2000-2499","19"
"2008","11a","Franklin","2500-2999","99"
"2008","11a","Franklin","3000-3499","223"
"2008","11a","Franklin","3500+","182"
"2008","11a","Franklin","Unknown","2"
"2008","11a","Fulton","1000-1499","8"
"2008","11a","Fulton","Under 1000","5"
"2008","11a","Fulton","Unknown","0"
"2008","11a","Fulton","3500+","235"
"2008","11a","Fulton","3000-3499","214"
"2008","11a","Fulton","2500-2999","116"
"2008","11a","Fulton","2000-2499","43"
"2008","11a","Fulton","Total","632"
"2008","11a","Fulton","1500-1999","11"
"2008","11a","Genesee","3500+","274"
"2008","11a","Genesee","Total","629"
"2008","11a","Genesee","Under 1000","4"
"2008","11a","Genesee","1000-1499","4"
"2008","11a","Genesee","1500-1999","8"
"2008","11a","Genesee","2000-2499","15"
"2008","11a","Genesee","2500-2999","93"
"2008","11a","Genesee","3000-3499","230"
"2008","11a","Genesee","Unknown","1"
"2008","11a","Greene","3500+","154"
"2008","11a","Greene","Total","439"
"2008","11a","Greene","Under 1000","0"
"2008","11a","Greene","1000-1499","1"
"2008","11a","Greene","1500-1999","11"
"2008","11a","Greene","2000-2499","29"
"2008","11a","Greene","2500-2999","84"
"2008","11a","Greene","3000-3499","160"
"2008","11a","Greene","Unknown","0"
"2008","11a","Hamilton","Under 1000","0"
"2008","11a","Hamilton","Total","34"
"2008","11a","Hamilton","Unknown","0"
"2008","11a","Hamilton","3500+","16"
"2008","11a","Hamilton","3000-3499","9"
"2008","11a","Hamilton","2500-2999","7"
"2008","11a","Hamilton","2000-2499","2"
"2008","11a","Hamilton","1500-1999","0"
"2008","11a","Hamilton","1000-1499","0"
"2008","11a","Herkimer","Unknown","1"
"2008","11a","Herkimer","Total","646"
"2008","11a","Herkimer","Under 1000","2"
"2008","11a","Herkimer","1000-1499","9"
"2008","11a","Herkimer","1500-1999","7"
"2008","11a","Herkimer","2000-2499","27"
"2008","11a","Herkimer","2500-2999","98"
"2008","11a","Herkimer","3000-3499","221"
"2008","11a","Herkimer","3500+","281"
"2008","11a","Jefferson","2500-2999","315"
"2008","11a","Jefferson","Unknown","3"
"2008","11a","Jefferson","3500+","858"
"2008","11a","Jefferson","3000-3499","795"
"2008","11a","Jefferson","Total","2,127"
"2008","11a","Jefferson","2000-2499","93"
"2008","11a","Jefferson","1500-1999","32"
"2008","11a","Jefferson","1000-1499","10"
"2008","11a","Jefferson","Under 1000","21"
"2008","11a","Kings","Total","41,623"
"2008","11a","Kings","Unknown","4"
"2008","11a","Kings","3500+","12,942"
"2008","11a","Kings","3000-3499","16,833"
"2008","11a","Kings","2500-2999","8,254"
"2008","11a","Kings","2000-2499","2,190"
"2008","11a","Kings","1500-1999","681"
"2008","11a","Kings","1000-1499","387"
"2008","11a","Kings","Under 1000","332"
"2008","11a","Lewis","Total","335"
"2008","11a","Lewis","Under 1000","0"
"2008","11a","Lewis","1000-1499","1"
"2008","11a","Lewis","1500-1999","3"
"2008","11a","Lewis","2000-2499","15"
"2008","11a","Lewis","2500-2999","47"
"2008","11a","Lewis","3000-3499","122"
"2008","11a","Lewis","3500+","142"
"2008","11a","Lewis","Unknown","5"
"2008","11a","Livingston","Total","589"
"2008","11a","Livingston","Under 1000","6"
"2008","11a","Livingston","1000-1499","4"
"2008","11a","Livingston","1500-1999","2"
"2008","11a","Livingston","2000-2499","20"
"2008","11a","Livingston","2500-2999","86"
"2008","11a","Livingston","3000-3499","200"
"2008","11a","Livingston","3500+","271"
"2008","11a","Livingston","Unknown","0"
"2008","11a","Madison","Under 1000","2"
"2008","11a","Madison","Unknown","1"
"2008","11a","Madison","3500+","305"
"2008","11a","Madison","3000-3499","256"
"2008","11a","Madison","2500-2999","99"
"2008","11a","Madison","2000-2499","24"
"2008","11a","Madison","1500-1999","9"
"2008","11a","Madison","1000-1499","3"
"2008","11a","Madison","Total","699"
"2008","11a","Monroe","Total","8,707"
"2008","11a","Monroe","Unknown","2"
"2008","11a","Monroe","3500+","3,390"
"2008","11a","Monroe","3000-3499","3,135"
"2008","11a","Monroe","2500-2999","1,478"
"2008","11a","Monroe","2000-2499","422"
"2008","11a","Monroe","1500-1999","130"
"2008","11a","Monroe","1000-1499","70"
"2008","11a","Monroe","Under 1000","80"
"2008","11a","Montgomery","Total","645"
"2008","11a","Montgomery","Unknown","4"
"2008","11a","Montgomery","3500+","249"
"2008","11a","Montgomery","3000-3499","253"
"2008","11a","Montgomery","2500-2999","94"
"2008","11a","Montgomery","2000-2499","29"
"2008","11a","Montgomery","1500-1999","10"
"2008","11a","Montgomery","1000-1499","2"
"2008","11a","Montgomery","Under 1000","4"
"2008","11a","Nassau","Total","15,033"
"2008","11a","Nassau","Unknown","1"
"2008","11a","Nassau","3500+","5,179"
"2008","11a","Nassau","3000-3499","5,991"
"2008","11a","Nassau","2500-2999","2,679"
"2008","11a","Nassau","2000-2499","736"
"2008","11a","Nassau","1500-1999","226"
"2008","11a","Nassau","1000-1499","122"
"2008","11a","Nassau","Under 1000","99"
"2008","11a","New York","3500+","6,331"
"2008","11a","New York","3000-3499","8,157"
"2008","11a","New York","2500-2999","4,045"
"2008","11a","New York","2000-2499","1,175"
"2008","11a","New York","1500-1999","330"
"2008","11a","New York","1000-1499","151"
"2008","11a","New York","Under 1000","114"
"2008","11a","New York","Total","20,306"
"2008","11a","New York","Unknown","3"
"2008","11a","New York City","Under 1000","879"
"2008","11a","New York City","3000-3499","48,806"
"2008","11a","New York City","2500-2999","24,596"
"2008","11a","New York City","2000-2499","6,745"
"2008","11a","New York City","1500-1999","2,049"
"2008","11a","New York City","1000-1499","1,046"
"2008","11a","New York City","3500+","37,628"
"2008","11a","New York City","Total","121,756"
"2008","11a","New York City","Unknown","7"
"2008","11a","New York State","Under 1000","1,739"
"2008","11a","New York State","Total","249,655"
"2008","11a","New York State","1000-1499","1,994"
"2008","11a","New York State","1500-1999","3,950"
"2008","11a","New York State","2000-2499","12,788"
"2008","11a","New York State","2500-2999","46,182"
"2008","11a","New York State","3000-3499","97,239"
"2008","11a","New York State","3500+","85,520"
"2008","11a","New York State","Unknown","243"
"2008","11a","Niagara","2500-2999","399"
"2008","11a","Niagara","Unknown","0"
"2008","11a","Niagara","3500+","861"
"2008","11a","Niagara","3000-3499","821"
"2008","11a","Niagara","2000-2499","119"
"2008","11a","Niagara","1500-1999","31"
"2008","11a","Niagara","1000-1499","16"
"2008","11a","Niagara","Under 1000","16"
"2008","11a","Niagara","Total","2,263"
"2008","11a","Oneida","Total","2,617"
"2008","11a","Oneida","Under 1000","19"
"2008","11a","Oneida","1000-1499","22"
"2008","11a","Oneida","1500-1999","40"
"2008","11a","Oneida","2000-2499","124"
"2008","11a","Oneida","2500-2999","460"
"2008","11a","Oneida","3000-3499","972"
"2008","11a","Oneida","3500+","980"
"2008","11a","Oneida","Unknown","0"
"2008","11a","Onondaga","Total","5,553"
"2008","11a","Onondaga","Under 1000","48"
"2008","11a","Onondaga","1000-1499","35"
"2008","11a","Onondaga","1500-1999","88"
"2008","11a","Onondaga","2000-2499","241"
"2008","11a","Onondaga","2500-2999","901"
"2008","11a","Onondaga","3000-3499","2,046"
"2008","11a","Onondaga","3500+","2,193"
"2008","11a","Onondaga","Unknown","1"
"2008","11a","Ontario","Total","1,111"
"2008","11a","Ontario","Under 1000","2"
"2008","11a","Ontario","1000-1499","5"
"2008","11a","Ontario","1500-1999","14"
"2008","11a","Ontario","2000-2499","38"
"2008","11a","Ontario","2500-2999","181"
"2008","11a","Ontario","3000-3499","378"
"2008","11a","Ontario","3500+","493"
"2008","11a","Ontario","Unknown","0"
"2008","11a","Orange","Total","5,406"
"2008","11a","Orange","Under 1000","28"
"2008","11a","Orange","1000-1499","23"
"2008","11a","Orange","1500-1999","92"
"2008","11a","Orange","2000-2499","261"
"2008","11a","Orange","2500-2999","942"
"2008","11a","Orange","3000-3499","2,097"
"2008","11a","Orange","3500+","1,963"
"2008","11a","Orange","Unknown","0"
"2008","11a","Orleans","Total","418"
"2008","11a","Orleans","Under 1000","2"
"2008","11a","Orleans","1000-1499","3"
"2008","11a","Orleans","1500-1999","4"
"2008","11a","Orleans","2000-2499","21"
"2008","11a","Orleans","2500-2999","63"
"2008","11a","Orleans","3000-3499","140"
"2008","11a","Orleans","3500+","184"
"2008","11a","Orleans","Unknown","1"
"2008","11a","Oswego","Total","1,377"
"2008","11a","Oswego","Under 1000","9"
"2008","11a","Oswego","1000-1499","6"
"2008","11a","Oswego","1500-1999","9"
"2008","11a","Oswego","2000-2499","58"
"2008","11a","Oswego","2500-2999","217"
"2008","11a","Oswego","3000-3499","494"
"2008","11a","Oswego","3500+","583"
"2008","11a","Oswego","Unknown","1"
"2008","11a","Otsego","Total","550"
"2008","11a","Otsego","Under 1000","2"
"2008","11a","Otsego","1000-1499","1"
"2008","11a","Otsego","1500-1999","7"
"2008","11a","Otsego","2000-2499","25"
"2008","11a","Otsego","2500-2999","85"
"2008","11a","Otsego","3000-3499","199"
"2008","11a","Otsego","3500+","231"
"2008","11a","Otsego","Unknown","0"
"2008","11a","Putnam","Total","984"
"2008","11a","Putnam","Under 1000","8"
"2008","11a","Putnam","1000-1499","9"
"2008","11a","Putnam","1500-1999","17"
"2008","11a","Putnam","2000-2499","58"
"2008","11a","Putnam","2500-2999","159"
"2008","11a","Putnam","3000-3499","353"
"2008","11a","Putnam","3500+","379"
"2008","11a","Putnam","Unknown","1"
"2008","11a","Queens","Total","31,063"
"2008","11a","Queens","Under 1000","186"
"2008","11a","Queens","1000-1499","251"
"2008","11a","Queens","1500-1999","469"
"2008","11a","Queens","2000-2499","1,663"
"2008","11a","Queens","2500-2999","6,431"
"2008","11a","Queens","3000-3499","12,506"
"2008","11a","Queens","3500+","9,557"
"2008","11a","Queens","Unknown","0"
"2008","11a","Rensselaer","Total","1,723"
"2008","11a","Rensselaer","Under 1000","14"
"2008","11a","Rensselaer","1000-1499","18"
"2008","11a","Rensselaer","1500-1999","25"
"2008","11a","Rensselaer","2000-2499","75"
"2008","11a","Rensselaer","2500-2999","293"
"2008","11a","Rensselaer","3000-3499","607"
"2008","11a","Rensselaer","3500+","689"
"2008","11a","Rensselaer","Unknown","2"
"2008","11a","Rest of State","Total","127,899"
"2008","11a","Rest of State","Unknown","236"
"2008","11a","Rest of State","3500+","47,892"
"2008","11a","Rest of State","3000-3499","48,433"
"2008","11a","Rest of State","2500-2999","21,586"
"2008","11a","Rest of State","2000-2499","6,043"
"2008","11a","Rest of State","1500-1999","1,901"
"2008","11a","Rest of State","1000-1499","948"
"2008","11a","Rest of State","Under 1000","860"
